dataset,dataset_spec,dataset_meta,arm,arm_index_bytes,arm_build_seconds,ext_stats,qid,family,sql,target_selectivity,true_rows,n_rows,params,achieved_selectivity,exec_ms_median,exec_ms_min,exec_ms_max,exec_ms_mean,exec_ms_stdev,runs,access_path,indexes_used,node_types,est_rows,actual_rows,total_cost,shared_hit,shared_read,planning_time_ms,scale,zipf_s,dep_strength,physical_corr,selectivity,variant,best_arm,best_ms,best_access_path,best_indexes,regret,q_error,direction,ms_lost,reliable,misselected
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,tsrange_0.01,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1655878682 AND 1657452107,0.01,100000,10000000,"{'lo': 1655878682, 'hi': 1657452107}",0.01,709.7090000000001,704.938,720.752,711.8688333333333,6.8254551032635735,"[719.493, 707.375, 712.043, 720.752, 704.938, 706.612]",seqscan,,['Seq Scan'],101492.0,100000.0,292893.99,16350,126530,0.07,10m,0.0,0.0,0.0,0.01,,btree_ts,424.80150000000003,bitmapscan,ix_baseline,1.6706838370391819,1.01492,accurate,284.9075,True,True
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,range_0.05,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 4749 AND 5249,0.05,500678,10000000,"{'lo': 4749, 'hi': 5249}",0.0500678,659.7629999999999,653.488,686.289,662.9911666666667,11.727972994796094,"[661.065, 659.137, 657.579, 653.488, 660.389, 686.289]",seqscan,,['Seq Scan'],492470.0,500678.0,292893.99,16351,126529,0.069,10m,0.0,0.0,0.0,0.0500678,,brin_skew,624.1695,seqscan,,1.0570253753187235,1.0166670050967572,accurate,35.59349999999995,True,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,tsrange_0.05,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1652722804 AND 1660601516,0.05,500000,10000000,"{'lo': 1652722804, 'hi': 1660601516}",0.05,727.6235,713.863,733.669,726.3871666666668,7.452225772657889,"[733.669, 733.017, 729.339, 713.863, 722.527, 725.908]",seqscan,,['Seq Scan'],503656.0,500000.0,292893.99,16344,126536,0.069,10m,0.0,0.0,0.0,0.05,,brin_ts,699.5364999999999,seqscan,,1.0401508713269432,1.007312,accurate,28.087000000000103,True,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,range_0.1,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 4498 AND 5500,0.1,1001362,10000000,"{'lo': 4498, 'hi': 5500}",0.1001362,665.864,660.247,674.439,666.8679999999999,6.046220075385945,"[673.683, 665.757, 665.971, 674.439, 661.111, 660.247]",seqscan,,['Seq Scan'],975756.0,1001362.0,292893.99,16351,126529,0.07,10m,0.0,0.0,0.0,0.1001362,,brin_skew,640.9895,seqscan,,1.0388064079052777,1.026242216291778,accurate,24.874500000000012,True,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,tsrange_0.1,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1648767963 AND 1664541044,0.1,1000000,10000000,"{'lo': 1648767963, 'hi': 1664541044}",0.1,725.3635,722.346,739.699,727.9246666666667,6.412922225215774,"[739.699, 730.601, 722.346, 724.489, 726.238, 724.175]",seqscan,,['Seq Scan'],1006394.0,1000000.0,292893.99,16351,126529,0.068,10m,0.0,0.0,0.0,0.1,,brin_ts,723.077,seqscan,,1.0031621805146618,1.006394,accurate,2.2865000000000464,True,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,range_0.2,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 3999 AND 5999,0.2,2000732,10000000,"{'lo': 3999, 'hi': 5999}",0.2000732,692.966,684.399,699.13,692.3441666666666,6.225439242870064,"[692.916, 699.13, 684.399, 685.828, 693.016, 698.776]",seqscan,,['Seq Scan'],1991023.0,2000732.0,292893.99,16351,126529,0.071,10m,0.0,0.0,0.0,0.2000732,,btree_skew,648.0285,seqscan,,1.069344943933793,1.004876387666039,accurate,44.9375,True,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,tsrange_0.2,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1640891878 AND 1672426020,0.2,2000000,10000000,"{'lo': 1640891878, 'hi': 1672426020}",0.2,770.9835,755.645,776.113,767.8333333333334,8.889474375162296,"[775.226, 769.012, 776.113, 772.955, 755.645, 758.049]",seqscan,,['Seq Scan'],2007663.0,2000000.0,292893.99,16331,126549,0.07,10m,0.0,0.0,0.0,0.2,,brin_ts,716.6835,seqscan,,1.0757656622483984,1.0038315,accurate,54.30000000000007,True,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,range_0.5,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 2500 AND 7501,0.5,5001023,10000000,"{'lo': 2500, 'hi': 7501}",0.5001023,723.7855,710.429,737.055,724.2761666666667,8.63446332823683,"[724.562, 710.429, 737.055, 727.941, 723.009, 722.661]",seqscan,,['Seq Scan'],4946709.0,5001023.0,292893.99,16351,126529,0.073,10m,0.0,0.0,0.0,0.5001023,,btree_skew,690.3175000000001,seqscan,,1.0484820390617358,1.0109798251726552,accurate,33.46799999999985,True,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,tsrange_0.5,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1617251576 AND 1696091988,0.5,5000000,10000000,"{'lo': 1617251576, 'hi': 1696091988}",0.5,790.069,787.324,796.155,790.4178333333333,3.289532514912512,"[791.453, 787.437, 796.155, 790.911, 787.324, 789.227]",seqscan,,['Seq Scan'],5012188.0,5000000.0,292893.99,16351,126529,0.087,10m,0.0,0.0,0.0,0.5,,btree_ts,761.5965,seqscan,,1.0373852821014802,1.0024376,accurate,28.472499999999968,True,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,conj_dep_a18,conj,SELECT * FROM t_baseline WHERE a = 18 AND b = 75,,997,10000000,"{'a': 18, 'b': 75, 'variant': 'dependent'}",9.97e-05,0.35850000000000004,0.328,0.536,0.4058333333333333,0.09770858031240996,"[0.536, 0.523, 0.38, 0.337, 0.331, 0.328]",bitmapscan,ix_baseline_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",1047.0,997.0,3939.15,995,0,0.072,10m,0.0,0.0,0.0,9.97e-05,dependent,btree_ab_composite,0.35250000000000004,bitmapscan,ix_baseline,1.0170212765957447,1.0501504513540623,accurate,0.006000000000000005,False,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,conj_indep_a18,conj,SELECT * FROM t_baseline WHERE a = 18 AND b = 25,,971,10000000,"{'a': 18, 'b': 25, 'variant': 'independent'}",9.71e-05,0.40149999999999997,0.37,0.46,0.41133333333333333,0.039515397842697565,"[0.46, 0.377, 0.458, 0.411, 0.392, 0.37]",bitmapscan,ix_baseline_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",1027.0,971.0,3866.3,973,0,0.05,10m,0.0,0.0,0.0,9.71e-05,independent,btree_ab_composite,0.406,bitmapscan,ix_baseline,0.9889162561576353,1.0576725025746654,over,-0.0045000000000000595,False,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,conj_dep_a50,conj,SELECT * FROM t_baseline WHERE a = 50 AND b = 67,,1085,10000000,"{'a': 50, 'b': 67, 'variant': 'dependent'}",0.0001085,0.369,0.347,0.531,0.3993333333333333,0.0721516920568511,"[0.531, 0.431, 0.386, 0.352, 0.349, 0.347]",bitmapscan,ix_baseline_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",993.0,1085.0,3742.29,1086,0,0.061,10m,0.0,0.0,0.0,0.0001085,dependent,btree_ab_composite,0.478,bitmapscan,ix_baseline,0.7719665271966527,1.0926485397784491,under,-0.10899999999999999,False,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,conj_indep_a50,conj,SELECT * FROM t_baseline WHERE a = 50 AND b = 17,,1054,10000000,"{'a': 50, 'b': 17, 'variant': 'independent'}",0.0001054,0.47650000000000003,0.367,0.726,0.5148333333333334,0.14492676311387992,"[0.65, 0.726, 0.512, 0.441, 0.393, 0.367]",bitmapscan,ix_baseline_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",1047.0,1054.0,3939.15,1055,0,0.112,10m,0.0,0.0,0.0,0.0001054,independent,btree_ab_composite,0.3865,bitmapscan,ix_baseline,1.2328589909443726,1.0066857688634192,accurate,0.09000000000000002,False,True
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,conj_dep_a67,conj,SELECT * FROM t_baseline WHERE a = 67 AND b = 94,,992,10000000,"{'a': 67, 'b': 94, 'variant': 'dependent'}",9.92e-05,0.369,0.348,0.545,0.4018333333333333,0.07543849591996563,"[0.545, 0.426, 0.365, 0.348, 0.373, 0.354]",bitmapscan,ix_baseline_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",960.0,992.0,3621.71,993,0,0.081,10m,0.0,0.0,0.0,9.92e-05,dependent,btree_ab_composite,0.45199999999999996,bitmapscan,ix_baseline,0.8163716814159293,1.0333333333333334,accurate,-0.08299999999999996,False,False
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",all,"{'ix_baseline_btree_skew': 72482816, 'ix_baseline_hash_skew': 435200000, 'ix_baseline_brin_skew': 40960, 'ix_baseline_a': 69369856, 'ix_baseline_b': 69369856, 'ix_baseline_ab': 72482816, 'ix_baseline_btree_ts': 223289344, 'ix_baseline_brin_ts': 49152}",31.563445499999943,False,conj_indep_a67,conj,SELECT * FROM t_baseline WHERE a = 67 AND b = 44,,1022,10000000,"{'a': 67, 'b': 44, 'variant': 'independent'}",0.0001022,0.4235,0.33,0.871,0.5141666666666667,0.22391910741753743,"[0.871, 0.699, 0.486, 0.361, 0.338, 0.33]",bitmapscan,ix_baseline_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",1033.0,1022.0,3888.16,1023,0,0.07,10m,0.0,0.0,0.0,0.0001022,independent,btree_ab_composite,0.358,bitmapscan,ix_baseline,1.1829608938547487,1.0107632093933463,accurate,0.0655,False,False
